Place_Id,Place_Name,Description,Category,City,Price,Rating,Link,Address
1130,Pantai Watu Lepek,Pantai Watu Lepek,Pantai,Malang,10000,47,https://www.google.com/maps/place/Pantai+Watu+Lepek/data=!4m7!3m6!1s0x2e78aa74d736763d:0x1a9dd3657680e888!8m2!3d-8.4324654!4d112.6167009!16s%2Fg%2F11cn0n8rm4!19sChIJPXY213SqeC4RiOiAdmXTnRo?authuser=0&hl=id&rclk=1,"HJ98+2M8, Hutan, Gajahrejo, Gedangan, Kabupaten Malang, Jawa Timur 65178, Indonesia"
1131,Kanigoro park,Kanigoro park,Alam,Malang,5000,45,https://www.google.com/maps/place/Kanigoro+park/data=!4m7!3m6!1s0x2e78a1dec0421f09:0x8e215140e4e4c643!8m2!3d-8.1844794!4d112.5793884!16s%2Fg%2F11rr134kyj!19sChIJCR9CwN6heC4RQ8bk5EBRIY4?authuser=0&hl=id&rclk=1,"Jl. Diponegoro RT 31 RW 03 (depan pasar, Kanigoro, Kec. Pagelaran, Kabupaten Malang, Jawa Timur, Indonesia"
1132,Wisata Kampung Topeng,Wisata Kampung Topeng,Edukasi,Malang,5000,41,https://www.google.com/maps/place/Wisata+Kampung+Topeng/data=!4m7!3m6!1s0x2dd6264e8d221ee9:0xd40786dfc9a9869f!8m2!3d-8.0272333!4d112.6749005!16s%2Fg%2F11dymfzls2!19sChIJ6R4ijU4m1i0Rn4apyd-GB9Q?authuser=0&hl=id&rclk=1,"XMFF+4X2, Tlogowaru, Kedungkandang, Malang City, East Java 65133, Indonesia"
1134,Coban Glotak,Coban Glotak,Alam,Malang,5000,45,https://www.google.com/maps/place/Coban+Glotak/data=!4m7!3m6!1s0x2e7882d200baf25f:0xe635f89598cb46c0!8m2!3d-7.9821112!4d112.5211667!16s%2Fg%2F11b6_j27ff!19sChIJX_K6ANKCeC4RwEbLmJX4NeY?authuser=0&hl=id&rclk=1,"2G9C+5F3, Jalan Raya Coban Glothak, Area Hutan, Dalisodo, Wagir, Malang Regency, East Java 65158, Indonesia"
1135,KWJ MALANG,KWJ MALANG,Lainnya,Malang,0,45,https://www.google.com/maps/place/KWJ+MALANG/data=!4m7!3m6!1s0x2dd62816769e866d:0xa6a5ab7f0f79039!8m2!3d-7.9831!4d112.6374847!16s%2Fg%2F11f2xxy3_6!19sChIJbYaedhYo1i0ROZD38Ldaago?authuser=0&hl=id&rclk=1,"2J8P+QX9, KWJ, Blimbing, Malang City, East Java, Indonesia"
1136,Taman Trunojoyo,Trunojoyo Park,Wahana Bermain,Malang,40000,44,https://www.google.com/maps/place/Taman+Trunojoyo/data=!4m7!3m6!1s0x2dd6283bf58c5105:0xbc237cc194f94ff1!8m2!3d-7.9764328!4d112.6365191!16s%2Fg%2F11b6dhlygy!19sChIJBVGM9Tso1i0R8U_5lMF8I7w?authuser=0&hl=id&rclk=1,"2JFP+CJC, Jl. Trunojoyo, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia"
1137,Puncak Sumawe,Puncak Sumawe,Alam,Malang,15000,44,https://www.google.com/maps/place/Puncak+Sumawe/data=!4m7!3m6!1s0x2dd61c3a4fdd0bbd:0xa1f85f4f68c560e9!8m2!3d-8.2576403!4d112.6817927!16s%2Fg%2F11dxm7_kyb!19sChIJvQvdTzoc1i0R6WDFaE9f-KE?authuser=0&hl=id&rclk=1,"PMRJ+WPV, Krajan, Sumbermanjing Wetan, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176, Indonesia"
1138,Pantai Ngentup,Pantai Ngentup,Pantai,Malang,40000,47,https://www.google.com/maps/place/Pantai+Ngentup/data=!4m7!3m6!1s0x2e78afaeba1622c5:0xfb4f9457885abf03!8m2!3d-8.3959293!4d112.5176976!16s%2Fg%2F11fnszq1pl!19sChIJxSIWuq6veC4RA79aiFeUT_s?authuser=0&hl=id&rclk=1,"Kandangmerak, Sumberbening, Bantur, Malang Regency, East Java 65179, Indonesia"
1139,Wana Wisata Perhutani Malang,Wana Wisata Perhutani Malang,Alam,Malang,15000,46,https://www.google.com/maps/place/Wana+Wisata+Perhutani+Malang/data=!4m7!3m6!1s0x2dd7adc9a6a5a79b:0xc1cfa819fb63f35a!8m2!3d-7.968701!4d112.6351501!16s%2Fg%2F11jcpbxnnw!19sChIJm6elpsmt1y0RWvNj-xmoz8E?authuser=0&hl=id&rclk=1,"Wisata minat khusus, Jl. Dr. Cipto Destinasi Wisata No.14a, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia"
1140,Pantai Wonogoro,Pantai Wonogoro,Pantai,Malang,0,46,https://www.google.com/maps/place/Pantai+Wonogoro/data=!4m7!3m6!1s0x2e78a63fffffffff:0xce9207c736fa4152!8m2!3d-8.4055308!4d112.5661405!16s%2Fg%2F1q6121xwq!19sChIJ_____z-meC4RUkH6NscHks4?authuser=0&hl=id&rclk=1,"HHV8+QFJ, Purboyo, Sumberbening, Kec. Bantur, Kabupaten Malang, Jawa Timur 65179, Indonesia"
1141,Hutan Kota Malabar Malang,Malabar City Forest,Alam,Malang,0,43,https://www.google.com/maps/place/Hutan+Kota+Malabar+Malang/data=!4m7!3m6!1s0x2dd6282ecf448353:0xec9d5a66c7c3c036!8m2!3d-7.9685!4d112.626514!16s%2Fg%2F11b75kygtg!19sChIJU4NEzy4o1i0RNsDDx2Zanew?authuser=0&hl=id&rclk=1,"2JJG+HJR, Jl. Malabar, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia"
1142,Pantai Kangen,,Pantai,Malang,5000,45,https://www.google.com/maps/place/Pantai+Kangen+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%8F%EA%A6%94%EA%A6%BC%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2dd601e8647b7a2b:0xf28b9291fd433131!8m2!3d-8.4295823!4d112.632713!16s%2Fg%2F11f3jhtps1!19sChIJK3p7ZOgB1i0RMTFD_ZGSi_I?authuser=0&hl=id&rclk=1,
1143,Pantai Jembatan Panjang Tanjung Sirap,Pantai Jembatan Panjang,Pantai,Malang,15000,46,https://www.google.com/maps/place/Pantai+Jembatan+Panjang+Tanjung+Sirap/data=!4m7!3m6!1s0x2e78a94c0340c471:0x2c2673e3a05b80e6!8m2!3d-8.4022608!4d112.5301822!16s%2Fg%2F11cjj0hz4h!19sChIJccRAA0ypeC4R5oBboONzJiw?authuser=0&hl=id&rclk=1,"Area Sawah/Kebun, Sumberbening, Bantur, Malang Regency, East Java 65179, Indonesia"
1144,Sendiki Beach,Pantai Sendiki,Pantai,Malang,5000,46,https://www.google.com/maps/place/Sendiki+Beach/data=!4m7!3m6!1s0x2dd6074b94c999dd:0xc19b825346dd0093!8m2!3d-8.4168131!4d112.7259382!16s%2Fg%2F11rstj3ztf!19sChIJ3ZnJlEsH1i0RkwDdRlOCm8E?authuser=0&hl=id&rclk=1,"Pantai Sendiki, Area Sawah/Kebun, Tambakrejo, Sumbermanjing Wetan, Malang Regency, East Java 65148, Indonesia"
1145,Alam Lembah Gunung Sari Desa Kucur,Wisata Alam Lembah Gunung Sari Desa Kucur,Alam,Malang,5000,45,https://www.google.com/maps/place/Wisata+Alam+Lembah+Gunung+Sari+Desa+Kucur/data=!4m7!3m6!1s0x2e7883fe85d50557:0xe33a8f39634da75c!8m2!3d-7.9630258!4d112.5556656!16s%2Fg%2F11h3sn99ds!19sChIJVwXVhf6DeC4RXKdNYzmPOuM?authuser=0&hl=id&rclk=1,"Jl. Raya Klampok Kucur, Turi, Kucur, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia"
1146,Watu Leter,Pantai Watu Leter,Pantai,Malang,15000,46,https://www.google.com/maps/place/Watu+Leter/data=!4m7!3m6!1s0x2dd601516ca69813:0x32aba3fa7e029b91!8m2!3d-8.4452265!4d112.6484049!16s%2Fg%2F11rstj4mv1!19sChIJE5imbFEB1i0RkZsCfvqjqzI?authuser=0&hl=id&rclk=1,"Pantai Watu Leter, Rowotrate, Sitiarjo, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176, Indonesia"
1147,"Taman Wisata "" Sumber Alam """,,Alam,Malang,10000,41,https://www.google.com/maps/place/Taman+Wisata+%22+Sumber+Alam+%22/data=!4m7!3m6!1s0x2dd621baf9fbe271:0x90e30d48456080ee!8m2!3d-8.133994!4d112.6817148!16s%2Fg%2F11b6yfl8w9!19sChIJceL7-boh1i0R7oBgRUgN45A?authuser=0&hl=id&rclk=1,
1148,Pantai Jolangkung,,Pantai,Malang,10000,45,https://www.google.com/maps/place/Pantai+Jolangkung+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%97%EA%A6%BA%EA%A6%B4%EA%A6%AD%EA%A6%94%EA%A7%80%EA%A6%8F%EA%A6%B8%EA%A6%81/data=!4m7!3m6!1s0x2dd601e6f694bd5b:0x2ec34f1a5b395e02!8m2!3d-8.4281993!4d112.6285449!16s%2Fg%2F1q61c1pq0!19sChIJW72U9uYB1i0RAl45WxpPwy4?authuser=0&hl=id&rclk=1,
1149,Wisata batu licin,State Parks Batulicin,Alam,Malang,0,44,https://www.google.com/maps/place/Wisata+batu+licin/data=!4m7!3m6!1s0x2e789fa2ef9e8807:0xd218299f5fff7bb0!8m2!3d-8.1302393!4d112.6141431!16s%2Fg%2F11nn057czy!19sChIJB4ie76KfeC4RsHv_X58pGNI?authuser=0&hl=id&rclk=1,"H222+FV9, Batulicin, Tanah Bumbu Regency, South Kalimantan 72273, Indonesia"
1150,Kampung Wisata Keramik Dinoyo,Kampung Wisata Keramik Dinoyo,Edukasi,Malang,0,45,https://www.google.com/maps/place/Kampung+Wisata+Keramik+Dinoyo/data=!4m7!3m6!1s0x2e78827327aa4fd3:0x5a49804dcae940ba!8m2!3d-7.9418156!4d112.6116907!16s%2Fg%2F1pzt108vw!19sChIJ00-qJ3OCeC4RukDpyk2ASVo?authuser=0&hl=id&rclk=1,"Jl. Mt Haryono 9 No.336, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia"
1152,Bukit Waung,Bukit Waung,Alam,Malang,5000,45,https://www.google.com/maps/place/Bukit+Waung/data=!4m7!3m6!1s0x2e78b09ce2da744d:0xe372039136f8cbfa!8m2!3d-8.3488921!4d112.3677835!16s%2Fg%2F11dftdvgk8!19sChIJTXTa4pyweC4R-sv4NpEDcuM?authuser=0&hl=id&rclk=1,"M929+C4V, Sumberrejo, Sumberoto, Kec. Donomulyo, Kabupaten Malang, Jawa Timur 65167, Indonesia"
1153,Gunung Getun,,Gunung,Malang,10000,42,https://www.google.com/maps/place/Gunung+Getun+%EA%A6%92%EA%A6%B8%EA%A6%A4%EA%A6%B8%EA%A6%81%EA%A6%92%EA%A6%BC%EA%A6%A0%EA%A6%B8%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2dd601b881c51db9:0x2c9d3d5095313998!8m2!3d-8.4382075!4d112.6437569!16s%2Fg%2F11cn5phbvm!19sChIJuR3FgbgB1i0RmDkxlVA9nSw?authuser=0&hl=id&rclk=1,
1154,Lembah Indah Malang,Lembah Indah Malang,Alam,Malang,20000,44,https://www.google.com/maps/place/Lembah+Indah+Malang/data=!4m7!3m6!1s0x2e7884cf21613d6b:0x3d29568e7bc0acc2!8m2!3d-8.0010748!4d112.4935456!16s%2Fg%2F11gbl2ty41!19sChIJaz1hIc-EeC4RwqzAe45WKT0?authuser=0&hl=id&rclk=1,"Gendogo, Balesari, Ngajum, Malang Regency, East Java 65164, Indonesia"
1155,Pantai Waru-Waru,Pantai Waru Waru,Pantai,Malang,20000,46,https://www.google.com/maps/place/Pantai+Waru-Waru/data=!4m7!3m6!1s0x2dd6013e37abc9f3:0x9833e8236e395c74!8m2!3d-8.4308223!4d112.6926932!16s%2Fg%2F11cp09ssy4!19sChIJ88mrNz4B1i0RdFw5biPoM5g?authuser=0&hl=id&rclk=1,"HM9V+M3G, Pulau Sempu, Hutan, Tambakrejo, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176, Indonesia"
1156,Pemandian sumber maron,Pemandian sumber maron,Wahana Air,Malang,5000,45,https://www.google.com/maps/place/Pemandian+sumber+maron/data=!4m7!3m6!1s0x2e789fb68103ac23:0x24262adb04af069c!8m2!3d-8.1654115!4d112.5937516!16s%2Fg%2F11lgcjs403!19sChIJI6wDgbafeC4RnAavBNsqJiQ?authuser=0&hl=id&rclk=1,"RHMV+RGJ, Dusun Adi Luwih, Karangsuko, Kec. Pagelaran, Kabupaten Malang, Jawa Timur 65174, Indonesia"
1158,Wisata Air Tirtasani,Water Park Tirtasani,Wahana Air,Malang,35000,42,https://www.google.com/maps/place/Wisata+Air+Tirtasani/data=!4m7!3m6!1s0x2dd62a0f07bd1b05:0x48e43233f6eb5742!8m2!3d-7.909525!4d112.627203!16s%2Fg%2F11btx5903j!19sChIJBRu9Bw8q1i0RQlfr9jMy5Eg?authuser=0&hl=id&rclk=1,"Perum Tirtasani Royal Resort, Jl. Perusahaan Raya No.1, Karangploso Wetan, Kepuharjo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152, Indonesia"
1159,Pantai Pesanggrahan,,Pantai,Malang,10000,44,https://www.google.com/maps/place/Pantai+Pesanggrahan+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%A5%EA%A6%B1%EA%A6%94%EA%A7%80%EA%A6%92%EA%A6%BF%EA%A6%83%EA%A6%B2%EA%A6%A4%EA%A7%80/data=!4m7!3m6!1s0x2e78a969363a9695:0x2214d11f742d5da2!8m2!3d-8.4015943!4d112.5538006!16s%2Fg%2F11cmlf0_l_!19sChIJlZY6NmmpeC4Rol0tdB_RFCI?authuser=0&hl=id&rclk=1,
1160,Pantai Ngledakan Ciut,,Pantai,Malang,5000,47,https://www.google.com/maps/place/Pantai+Ngledakan+Ciut+%EA%A6%A5%EA%A6%BC%EA%A6%B1%EA%A6%B6%EA%A6%B1%EA%A6%B6%EA%A6%82%EA%A6%94%EA%A7%80%EA%A6%AD%EA%A6%BC%EA%A6%A2%EA%A6%8F%EA%A6%A4%EA%A7%80%EA%A6%95%EA%A6%B6%EA%A6%AA%EA%A6%B8%EA%A6%A0%EA%A7%80/data=!4m7!3m6!1s0x2e78ae250d6bb467:0x75c7f3caaadbe73e!8m2!3d-8.3931388!4d112.4387552!16s%2Fg%2F11cn6dqt4v!19sChIJZ7RrDSWueC4RPufbqsrzx3U?authuser=0&hl=id&rclk=1,
1161,Rafting Kasembon,Kasembon Rafting - Marketing Office,Wahana Ekstrem,Malang,200000,44,https://www.google.com/maps/place/Rafting+Kasembon/data=!4m7!3m6!1s0x2dd629e07faf294f:0x4760a9911d95d8df!8m2!3d-7.950725!4d112.619282!16s%2Fg%2F1hc2908d3!19sChIJTymvf-Ap1i0R39iVHZGpYEc?authuser=0&hl=id&rclk=1,"Jl. Bunga Kumis Kucing No.46, Jatimulyo, malang, Kota Malang, Jawa Timur 65141, Indonesia"
1162,Taman Singha Merjosari,Taman Singha Merjosari,Wahana Bermain,Malang,0,45,https://www.google.com/maps/place/Taman+Singha+Merjosari/data=!4m7!3m6!1s0x2e78826c66a7e6df:0x2b4c8886fafaca5b!8m2!3d-7.9451478!4d112.6032275!16s%2Fg%2F11b6dqbbm6!19sChIJ3-anZmyCeC4RW8r6-oaITCs?authuser=0&hl=id&rclk=1,"Jl. Mertojoyo Selatan Blk. B No.20, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia"
1163,Taman Krida Budaya Jawa Timur,Taman Krida Budaya Jawa Timur,Budaya,Malang,0,45,https://www.google.com/maps/place/Taman+Krida+Budaya+Jawa+Timur/data=!4m7!3m6!1s0x2dd629dfce6ea0c7:0x5b3f2b87a3799547!8m2!3d-7.9426232!4d112.6225314!16s%2Fg%2F1hm5q156w!19sChIJx6Buzt8p1i0RR5V5o4crP1s?authuser=0&hl=id&rclk=1,"Jl. Soekarno Hatta No.7, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia"
1164,Taman Rampal,Taman Rampal,Wahana Bermain,Malang,10000,44,https://www.google.com/maps/place/Taman+Rampal/data=!4m7!3m6!1s0x2dd62964de7ea6f3:0xe72cf158f387f4f7!8m2!3d-7.9740814!4d112.641804!16s%2Fg%2F11y3d9n_ty!19sChIJ86Z-3mQp1i0R9_SH81jxLOc?authuser=0&hl=id&rclk=1,"Jl. Panglima Sudirman No.64, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65124, Indonesia"
1165,Trans Studio Mini MX Pusat Perbelanjaan Malang,Trans Studio Mini MX Pusat Perbelanjaan Malang,Wisata Bermain,Malang,60000,45,https://www.google.com/maps/place/Trans+Studio+Mini+MX+Pusat Perbelanjaan+Malang/data=!4m7!3m6!1s0x2e7883fdac71a791:0x9ff9baa01ad9690!8m2!3d-7.9568145!4d112.6177803!16s%2Fg%2F11gybl1s_c!19sChIJkadxrP2DeC4RkJatAaqb_wk?authuser=0&hl=id&rclk=1,"Transmart MX Malang, Jl. Veteran No.8 lantai F4, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia"
1168,Everland Malang,Everland Malang,Wahana Bermain,Malang,20000,45,https://www.google.com/maps/place/Everland+Malang/data=!4m7!3m6!1s0x2dd629aa97b8406d:0x9e677c51207736b4!8m2!3d-7.9817461!4d112.5211043!16s%2Fg%2F11vkbszybb!19sChIJbUC4l6op1i0RtDZ3IFF8Z54?authuser=0&hl=id&rclk=1,"Jl. Raya Coban Glothak, Area Hutan, Dalisodo, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia"
1170,Predator Fun Park Batu,Predator Fun Park,Wahana Bermain,Malang,30000,44,https://www.google.com/maps/place/Predator+Fun+Park+Batu/data=!4m7!3m6!1s0x2e7881429e90d651:0x9a1524cafe5eac51!8m2!3d-7.9126157!4d112.5486296!16s%2Fg%2F11b808yyrq!19sChIJUdaQnkKBeC4RUaxe_sokFZo?authuser=0&hl=id&rclk=1,"Jl. Raya Tlekung No.315, Tlekung, Kec. Junrejo, Kota Batu, Jawa Timur 65327, Indonesia"
1171,Monumen Juang,Monumen Juang 45,Sejarah,Malang,0,43,https://www.google.com/maps/place/Monumen+Juang/data=!4m7!3m6!1s0x2dd6283c65fd405f:0xa3606d5c192e7d11!8m2!3d-7.9775531!4d112.636329!16s%2Fg%2F1pzywnpbh!19sChIJX0D9ZTwo1i0REX0uGVxtYKM?authuser=0&hl=id&rclk=1,"2JCP+XGG, Jl. Kertanegara, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia"
1172,The Bagong Adventure Museum Tubuh,The Bagong Adventure Museum Tubuh,Edukasi,Malang,130000,46,https://www.google.com/maps/place/The+Bagong+Adventure+Museum+Tubuh/data=!4m7!3m6!1s0x2e7880d4d63fb6c7:0xe5ff5a3494431545!8m2!3d-7.8834283!4d112.5250274!16s%2Fg%2F11b701fmgr!19sChIJx7Y_1tSAeC4RRRVDlDRa_-U?authuser=0&hl=id&rclk=1,"Jl. Kartika No.2, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia"
1173,Dino Park Jawa Timur Park 3,Dino Park Jawa Timur Park 3,Wisata Bermain,Malang,138600,46,https://www.google.com/maps/place/Dino+Park+Jawa+Timur+Park+3/data=!4m7!3m6!1s0x2e7881111b1b2283:0xc4550727c318bf80!8m2!3d-7.897906!4d112.554027!16s%2Fg%2F11f5h88630!19sChIJgyIbGxGBeC4RgL8YwycHVcQ?authuser=0&hl=id&rclk=1,"Jl. Ir. Soekarno No.112, Beji, Kec. Junrejo, Kota Batu, Jawa Timur 65236, Indonesia"
1174,Wisata Agro Petik Jeruk,Wisata Petik Jeruk,Edukasi,Malang,25000,44,https://www.google.com/maps/place/Wisata+Agro+Petik+Jeruk/data=!4m7!3m6!1s0x2e7883ef245175cf:0x3959aad006692d08!8m2!3d-7.9390977!4d112.5538888!16s%2Fg%2F11b7ll_8jb!19sChIJz3VRJO-DeC4RCC1pBtCqWTk?authuser=0&hl=id&rclk=1,"Jl. Watu Gede, RT.01/RW.01, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia"
1175,Pentungan Sari Waterpark,Pentungan Sari Waterpark,Wahana Air,Malang,8000,45,https://www.google.com/maps/place/Pentungan+Sari+Waterpark/data=!4m7!3m6!1s0x2dd62b376c544293:0xe2576574b67e5b2b!8m2!3d-7.8522273!4d112.6583238!16s%2Fg%2F11rg9d12ny!19sChIJk0JUbDcr1i0RK1t-tnRlV-I?authuser=0&hl=id&rclk=1,"Petung Wulung, Toyomarto, Singosari, Malang Regency, East Java 65153, Indonesia"
1176,Kusuma Waterpark,Kusuma Waterpark,Wahana Air,Malang,15000,43,https://www.google.com/maps/place/Kusuma+Waterpark/data=!4m7!3m6!1s0x2e788728cdf6c7d7:0x8a6621366eee411c!8m2!3d-7.8816345!4d112.5148178!16s%2Fg%2F11cmzzb4ms!19sChIJ18f2zSiHeC4RHEHubjYhZoo?authuser=0&hl=id&rclk=1,"Kawasan Wisata Kusuma Agro, Jl. Abdul Gani Atas, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65311, Indonesia"
1177,Jungle Adventure,Lied Jungle,Wisata Bermain,Malang,95000,45,https://www.google.com/maps/place/Jungle+Adventure/data=!4m7!3m6!1s0x2e78812b00afbb6f:0xc90bd6b91f4b7def!8m2!3d-7.888776!4d112.527451!16s%2Fg%2F11b6x5pkdr!19sChIJb7uvACuBeC4R731LH7nWC8k?authuser=0&hl=id&rclk=1,"916 D St, Omaha, NE 68107, United States"
1179,Tlogo Land,Tlogo Land,Alam,Malang,10000,43,https://www.google.com/maps/place/Tlogo+Land/data=!4m7!3m6!1s0x2dd7d4cfa226181b:0x73416cb11614786c!8m2!3d-7.8272887!4d112.6810779!16s%2Fg%2F11g9q_8tjl!19sChIJGxgmos_U1y0RbHgUFrFsQXM?authuser=0&hl=id&rclk=1,"Jl. Telogorejo, RT.01/RW.11, Wonorejo, Lawang, Tlogorejo, Wonorejo, Kec. Lawang, Kabupaten Malang, Jawa Timur 65216, Indonesia"
1180,Wisata Petik Apel Agro Rakyat,Agro Rakyat Apple Picking Tourism,Edukasi,Malang,25000,42,https://www.google.com/maps/place/Wisata+Petik+Apel+Agro+Rakyat/data=!4m7!3m6!1s0x2e7880acfec7d1fb:0x1ed0e61a0ba01576!8m2!3d-7.852853!4d112.5272207!16s%2Fg%2F11b6x4c6bs!19sChIJ-9HH_qyAeC4RdhWgCxrm0B4?authuser=0&hl=id&rclk=1,"Jl. Raya Sidomulyo, Sidomulyo, Kec. Batu, Kota Batu, Jawa Timur 65317, Indonesia"
1183,Pura Luhur Uluwatu,Uluwatu Temple,Sejarah,Bali,150000,46,https://www.google.com/maps/place/Pura+Luhur+Uluwatu/data=!4m7!3m6!1s0x2dd24ffc20cb8191:0xcb98d1ba7db0495!8m2!3d-8.8291432!4d115.0849069!16zL20vMGRuNWp4!19sChIJkYHLIPxP0i0RlQTbpxuNuQw?authuser=0&hl=id&rclk=1,"Pecatu, South Kuta, Badung Regency, Bali, Indonesia"
1184,Uluwatu Beach,Uluwatu Beach,Pantai,Bali,30000,47,https://www.google.com/maps/place/Uluwatu+Beach/data=!4m7!3m6!1s0x2dd24ff8f20d45e5:0x722da54fecf59904!8m2!3d-8.8149106!4d115.088389!16s%2Fg%2F11g9t3lb7t!19sChIJ5UUN8vhP0i0RBJn17E-lLXI?authuser=0&hl=id&rclk=1,"Uluwatu Beach, Pecatu, South Kuta, Badung Regency, Bali 80361, Indonesia"
1185,Karang Boma Cliff,Karang Boma Cliff,Alam,Bali,0,46,https://www.google.com/maps/place/Karang+Boma+Cliff/data=!4m7!3m6!1s0x2dd2500bfc06ef09:0xb5e356ec177894d0!8m2!3d-8.8345366!4d115.0877251!16s%2Fg%2F11gbf9msfv!19sChIJCe8G_AtQ0i0R0JR4F-xW47U?authuser=0&hl=id&rclk=1,"Unnamed Road, Pecatu, South Kuta, Badung Regency, Bali, Indonesia"
1186,Pantai Suluban,Suluban Beach,Pantai,Bali,5000,46,https://www.google.com/maps/place/Pantai+Suluban/data=!4m7!3m6!1s0x2dd24ffeaa305bf9:0x6b7922fbf1aea067!8m2!3d-8.8160171!4d115.0882875!16s%2Fg%2F11cr_vvn_h!19sChIJ-Vswqv5P0i0RZ6Cu8fsieWs?authuser=0&hl=id&rclk=1,"Suluban Beach, Bali, Indonesia"
1187,Tari Kecak & Api Uluwatu,,Budaya,Bali,150000,46,https://www.google.com/maps/place/Tari+Kecak+%26+Api+Uluwatu/data=!4m7!3m6!1s0x2dd2500503808f13:0x34326abe297b8d24!8m2!3d-8.8305729!4d115.0854093!16s%2Fg%2F1hdz_3_b_!19sChIJE4-AAwVQ0i0RJI17Kb5qMjQ?authuser=0&hl=id&rclk=1,
1189,Pantai Nyang Nyang,Nyang Nyang Beach,Pantai,Bali,0,47,https://www.google.com/maps/place/Pantai+Nyang+Nyang/data=!4m7!3m6!1s0x2dd251538fac15a9:0x24b43489a286db66!8m2!3d-8.8391636!4d115.0934172!16s%2Fg%2F11qh935xvb!19sChIJqRWsj1NR0i0RZtuGook0tCQ?authuser=0&hl=id&rclk=1,"Nyang Nyang Beach, Jl. Raya Uluwatu Pecatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali, Indonesia"
1190,Taman Budaya Garuda Wisnu Kencana,Garuda Wisnu Kencana Cultural Park,Budaya,Bali,200000,45,https://www.google.com/maps/place/Taman+Budaya+Garuda+Wisnu+Kencana/data=!4m7!3m6!1s0x2dd244cf54e1dec7:0x1988663e064f5a51!8m2!3d-8.8104228!4d115.1675986!16zL20vMGRyenpx!19sChIJx97hVM9E0i0RUVpPBj5miBk?authuser=0&hl=id&rclk=1,"Uluwatu St, Ungasan, South Kuta, Badung Regency, Bali 80364, Indonesia"
1191,Balangan Beach,Balangan Beach,Pantai,Bali,0,46,https://www.google.com/maps/place/Balangan+Beach/data=!4m7!3m6!1s0x2dd2458cd2f032fd:0x6d1803dc2417aa2a!8m2!3d-8.7910968!4d115.1243377!16s%2Fg%2F11grss175g!19sChIJ_TLw0oxF0i0RKqoXJNwDGG0?authuser=0&hl=id&rclk=1,"Balangan Beach, South Kuta, Badung Regency, Bali, Indonesia"
1192,Happy sunset batujaran,Happy sunset batujaran,Alam,Bali,8000,48,https://www.google.com/maps/place/Happy+sunset+batujaran/data=!4m7!3m6!1s0x2dd2511309db92a9:0x21a15ac7b7ea9f2e!8m2!3d-8.8247548!4d115.0841699!16s%2Fg%2F11rg_j6qfv!19sChIJqZLbCRNR0i0RLp_qt8daoSE?authuser=0&hl=id&rclk=1,"Jl. Batu Jaran, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia"
1193,Pura Geger Beach,Pura Geger Beach,Pantai,Bali,5000,47,https://www.google.com/maps/place/Pura+Geger+Beach/data=!4m7!3m6!1s0x2dd25ccfdf2bbe1f:0x27ad3d7e47072359!8m2!3d-8.819863!4d115.223829!16s%2Fg%2F11cm_pt96n!19sChIJH74r389c0i0RWSMHR349rSc?authuser=0&hl=id&rclk=1,"Benoa, South Kuta, Badung Regency, Bali, Indonesia"
